id;the_geom;type;crossing
nodes.1452;POINT (168139.84206897195 5389952.014705204);;
nodes.1453;POINT (168154.39152641862 5389948.914192218);;
nodes.1454;POINT (168452.68323394828 5389914.179308255);;
nodes.1455;POINT (168637.31774137798 5389892.107452314);;
nodes.1456;POINT (168859.63389644126 5390096.542739364);;
nodes.1457;POINT (166371.24252704473 5391910.165235594);;
nodes.1458;POINT (166376.9866127697 5391907.2175902715);;
nodes.1459;POINT (166934.2519836808 5390589.7600979665);;
nodes.1460;POINT (166961.30261994357 5390533.77833032);;
nodes.1461;POINT (166990.75775720747 5390475.509759022);;
nodes.1462;POINT (166548.70805926737 5391046.514580514);;
nodes.1463;POINT (166573.52117376516 5391099.459952826);;
nodes.1464;POINT (169183.0170171957 5391419.011425963);;
nodes.1465;POINT (169123.0714714035 5391187.851306739);;
nodes.1466;POINT (168767.828712384 5390571.171104973);;
nodes.1467;POINT (168892.79597274857 5389994.025223549);;
nodes.1468;POINT (169348.11495399123 5389060.629258637);;
nodes.1469;POINT (166195.95885684167 5390683.948995866);;
nodes.1470;POINT (166186.2406652954 5390685.161668818);;
nodes.1471;POINT (166231.6812814372 5391626.980636249);;
nodes.1472;POINT (167684.37837239128 5389531.229322153);;
nodes.1473;POINT (167655.9362424936 5389578.3796643205);;
nodes.1474;POINT (167577.57845292418 5389667.677421757);;
nodes.1475;POINT (167644.8822170578 5389570.337075961);;
nodes.1476;POINT (167853.0496648412 5389312.809106571);;
nodes.1477;POINT (169030.5872384525 5390463.245161758);;
nodes.1478;POINT (168937.06773423703 5390459.515131018);;
nodes.1479;POINT (166300.76615742352 5391579.251849966);;
nodes.1480;POINT (168603.354164737 5389671.100161451);;
nodes.1481;POINT (169165.47306544668 5390712.807585194);;
nodes.1482;POINT (165438.20708301183 5388728.988905273);;
nodes.1483;POINT (165542.64702927406 5388940.120686985);;
nodes.1484;POINT (167714.12294033123 5389611.470998285);;
nodes.1485;POINT (167720.10079698684 5389615.569052045);;
nodes.1486;POINT (166386.52669313064 5391911.700467908);;
nodes.1487;POINT (167984.80741414416 5390684.8086121185);;
nodes.1488;POINT (168101.55929608815 5390643.915527193);;
nodes.1489;POINT (168126.42807033134 5390599.277185617);;
nodes.1490;POINT (168217.05326778616 5390645.312397612);;
nodes.1491;POINT (168132.03857266734 5390677.164170361);;
nodes.1492;POINT (168396.21085626882 5391073.394028605);;
nodes.1493;POINT (168750.25136478778 5390879.099282709);;
nodes.1494;POINT (168718.34719872643 5390929.234520301);;
nodes.1495;POINT (168529.02614073432 5390797.250176035);;
nodes.1496;POINT (168503.44492175 5390782.621182699);;
nodes.1497;POINT (168441.43996537814 5390548.821382435);;
nodes.1498;POINT (168888.76620718188 5391107.288954989);;
nodes.1499;POINT (169003.08019227747 5391348.456165059);;
nodes.1500;POINT (169139.80279086975 5391406.776282363);;
nodes.1501;POINT (169144.27783439963 5391422.86465521);;
nodes.1502;POINT (168362.8706687763 5390842.1811321145);;
nodes.1503;POINT (168209.42788266682 5390880.757149057);;
nodes.1504;POINT (168214.0031137384 5390914.329006437);;
nodes.1505;POINT (168217.6098652401 5390932.780531768);;
nodes.1506;POINT (168384.92305990244 5391068.282168678);;
nodes.1507;POINT (168563.39046754217 5391137.085276682);;
nodes.1508;POINT (168658.84693089742 5391181.234974384);;
nodes.1509;POINT (168890.4026036965 5391008.367696411);;
nodes.1510;POINT (167778.12051558826 5389685.220894649);;
nodes.1511;POINT (167742.05300057126 5389685.420426901);;
nodes.1512;POINT (167683.19838578888 5389656.948752601);;
nodes.1513;POINT (167666.85668454043 5389641.922497238);;
nodes.1514;POINT (167694.4305224099 5389646.450324431);;
nodes.1515;POINT (167695.8776757902 5389633.219866103);;
nodes.1516;POINT (167623.4086872838 5389698.727703061);;
nodes.1517;POINT (167662.14787007985 5389648.077273047);;
nodes.1518;POINT (167677.44316811484 5389628.093452294);;
nodes.1519;POINT (167691.36923641307 5389670.20994204);;
nodes.1520;POINT (167729.40710641714 5389639.313241896);;
nodes.1521;POINT (167788.69586721365 5389673.648031284);;
nodes.1522;POINT (167727.51467507367 5389655.55203121);;
nodes.1523;POINT (167642.91186207076 5389633.143123361);;
nodes.1524;POINT (167679.48031479635 5389661.614724498);;
nodes.1525;POINT (167729.94143997296 5389695.704018107);;
nodes.1526;POINT (167753.46324837758 5389710.8071040865);;
nodes.1527;POINT (169541.51030534637 5390303.868273572);;
nodes.1528;POINT (170008.72934015482 5390521.498305889);;
nodes.1529;POINT (169298.24382211582 5390097.862780653);;
nodes.1530;POINT (169315.68758632313 5390078.231023205);;
nodes.1531;POINT (169489.6576865349 5390064.125040217);;
nodes.1532;POINT (169639.54938088803 5390215.20906312);;
nodes.1533;POINT (169633.70510762135 5390221.47166648);;
nodes.1534;POINT (169481.89871802658 5390080.840402173);;
nodes.1535;POINT (169342.50445165523 5390289.869394462);;
nodes.1536;POINT (169339.09807523695 5390294.105895113);;
nodes.1537;POINT (170031.69455110547 5390431.363424811);;
nodes.1538;POINT (169880.0996685432 5390366.249500835);;
nodes.1539;POINT (169149.7324894485 5390179.859202487);;
nodes.1540;POINT (169569.62960872074 5390795.530922736);;
nodes.1541;POINT (168546.0914186729 5389668.076485513);;
nodes.1542;POINT (168163.90934288144 5389863.358862054);;
nodes.1543;POINT (167931.01783619286 5390600.842900971);;
nodes.1544;POINT (167870.50456099762 5390643.286168063);;
nodes.1545;POINT (167481.82142694382 5389520.11710198);;
nodes.1546;POINT (165804.90461763393 5390113.933530967);;
nodes.1547;POINT (165502.14899852348 5389749.071435183);;
nodes.1548;POINT (165673.52535459973 5390002.267718816);;
nodes.1549;POINT (168718.02437220313 5392083.55598142);;
nodes.1550;POINT (168152.65494236225 5391921.602722424);;
nodes.1551;POINT (166150.2844697692 5389412.418277379);;
nodes.1552;POINT (166294.46547424461 5389419.923541801);;
nodes.1553;POINT (166317.2414420609 5388814.549107847);;
nodes.1554;POINT (166376.24077218134 5390604.312035941);;
nodes.1555;POINT (167468.35176855783 5390540.302099921);;
nodes.1556;POINT (167483.7249902364 5390494.559059317);;
nodes.1557;POINT (167296.7639054491 5390663.195427626);;
nodes.1558;POINT (167280.9231419092 5390744.889845886);;
nodes.1559;POINT (167324.36000721675 5390765.582195459);;
nodes.1560;POINT (167695.12070325282 5390714.189115663);;
nodes.1561;POINT (167262.82259270622 5390735.12700264);;
nodes.1562;POINT (167308.15188935725 5390797.664638929);;
nodes.1563;POINT (167341.33622956273 5390732.317884558);;
nodes.1564;POINT (167705.02813793343 5390637.867541219);;
nodes.1565;POINT (167738.29040178246 5390625.188273791);;
nodes.1566;POINT (167677.465432013 5390615.272054947);;
nodes.1567;POINT (169130.02893957813 5390409.167537923);;
nodes.1568;POINT (169164.66043316392 5390440.527302333);;
nodes.1569;POINT (169115.10099586274 5390467.389642121);;
nodes.1570;POINT (169127.57991078062 5390428.830696439);;
nodes.1571;POINT (169143.0087922046 5390468.08038903);;
nodes.1572;POINT (169231.18496086198 5390444.272675323);;
nodes.1573;POINT (169300.20304515382 5390449.353491101);;
nodes.1574;POINT (169209.16596558303 5390485.917027012);;
nodes.1575;POINT (169131.82118337989 5390216.590519382);;
nodes.1576;POINT (169031.44439853157 5390475.586508746);;
nodes.1577;POINT (169112.1065015604 5390480.3449927);;
nodes.1578;POINT (169268.88887239364 5390489.340069039);;
nodes.1579;POINT (169307.04919383756 5390475.709308301);;
nodes.1580;POINT (169544.25989676896 5390311.205413841);;
nodes.1581;POINT (169083.33041319036 5389940.272668927);;
nodes.1582;POINT (169079.23385592914 5389937.233556079);;
nodes.1583;POINT (169249.4636212502 5390434.847846184);;
nodes.1584;POINT (169670.4628034813 5390533.0875785155);;
nodes.1585;POINT (169711.6621470239 5390521.145255426);;
nodes.1586;POINT (169048.81023909533 5390545.321568131);;
nodes.1587;POINT (169162.2781960609 5390493.975760254);;
nodes.1588;POINT (169094.19519549175 5390585.937915519);;
nodes.1589;POINT (169342.31520852086 5390835.242685311);;
nodes.1590;POINT (169292.45520859456 5390519.94795396);;
nodes.1591;POINT (168007.02678450645 5390696.459490304);;
nodes.1592;POINT (166210.3635989503 5392092.7368463);;
nodes.1593;POINT (168226.52655645265 5390028.760406892);;
nodes.1594;POINT (166771.0242143306 5391267.646796314);;
nodes.1595;POINT (166732.73030949774 5391356.346783296);;
nodes.1596;POINT (168813.91498157248 5389797.159164044);;
nodes.1597;POINT (168104.25322776532 5390992.019079887);;
nodes.1598;POINT (168019.50569942442 5391015.7360963905);;
nodes.1599;POINT (167996.91897474247 5391187.436826385);;
nodes.1600;POINT (168020.6968179759 5391164.85535058);;
nodes.1601;POINT (167961.34126548492 5391128.964579813);;
nodes.1602;POINT (168100.84685134707 5390975.916104592);;
nodes.1603;POINT (168062.02974490746 5390954.42504676);;
nodes.1604;POINT (168076.9576886228 5390894.112194345);;
nodes.1605;POINT (168890.32468005296 5391630.265933256);;
nodes.1606;POINT (168828.50896681545 5391790.249026035);;
nodes.1607;POINT (167091.19020180116 5390606.015903589);;
nodes.1608;POINT (168161.74974476008 5391195.480818827);;
nodes.1609;POINT (167238.83324244025 5390822.041230081);;
nodes.1610;POINT (168068.55306706796 5390364.775923693);;
nodes.1611;POINT (168140.2428191388 5390262.62382964);;
nodes.1612;POINT (168155.40453378484 5390077.9393867785);;
nodes.1613;POINT (168151.54174745432 5390114.332613945);;
nodes.1614;POINT (168119.42607436044 5390189.943799431);;
nodes.1615;POINT (168067.37308046554 5390728.1272345735);;
nodes.1616;POINT (167673.9477361039 5390614.550596714);;
nodes.1617;POINT (168261.75917528875 5390099.888890904);;
nodes.1618;POINT (167237.0855264348 5391391.931405874);;
nodes.1619;POINT (166749.75105964002 5391439.521063028);;
nodes.1620;POINT (168034.83439330664 5390840.72282981);;
nodes.1621;POINT (168052.85701886608 5391151.975797938);;
nodes.1622;POINT (168090.17131217997 5391142.35068507);;
nodes.1623;POINT (168137.5711513598 5391136.977819396);;
nodes.1624;POINT (168002.3958936895 5391183.767908488);;
nodes.1625;POINT (166330.77789214137 5392024.295099304);;
nodes.1626;POINT (167764.33916262808 5391438.062666676);;
nodes.1627;POINT (166946.16316919567 5389682.24325999);;
nodes.1628;POINT (166994.63167548706 5389703.854155959);;
nodes.1629;POINT (167152.86119970062 5389456.1300050765);;
nodes.1630;POINT (165456.17404882587 5390917.230283775);;
nodes.1631;POINT (170733.15205844116 5389160.12828385);;
nodes.1632;POINT (168965.84382260713 5392465.7363687875);;
nodes.1633;POINT (167321.97777011376 5390035.774995739);;
nodes.1634;POINT (166650.18690707456 5391542.776108334);;
nodes.1635;POINT (166662.9552526685 5391445.277892969);;
nodes.1636;POINT (166805.54438842562 5390691.393889291);;
nodes.1637;POINT (166755.07213129994 5390756.218441041);;
nodes.1638;POINT (167343.08394556816 5392006.731843354);;
nodes.1639;POINT (166202.882929169 5390246.491423116);;
nodes.1640;POINT (165244.61135657324 5390462.753964207);;
nodes.1641;POINT (166923.50965281922 5391003.394029743);;
nodes.1642;POINT (167902.65362993872 5391076.587023627);;
nodes.1643;POINT (167943.22958433285 5391067.391814989);;
nodes.1644;POINT (167846.10332861578 5391044.54966675);;
nodes.1645;POINT (167122.96078447354 5390379.527055444);;
nodes.1646;POINT (168205.7209436234 5390857.117231034);;
nodes.1647;POINT (167223.90529872492 5390962.192523335);;
nodes.1648;POINT (167120.8345821994 5390859.542622446);;
nodes.1649;POINT (165835.08333158802 5391647.045529131);;
nodes.1650;POINT (168518.0500389421 5391627.303025157);;
nodes.1651;POINT (168514.66592642196 5391677.089218185);;
nodes.1652;POINT (168063.32105100065 5391391.378753229);;
nodes.1653;POINT (167560.79147371254 5389688.305970745);;
nodes.1654;POINT (167981.66820450377 5389141.757027545);;
nodes.1655;POINT (166394.86452299106 5391918.900710838);;
nodes.1656;POINT (166386.4487694871 5391915.001218236);;
nodes.1657;POINT (166383.3318237449 5391913.005415572);;
nodes.1658;POINT (166384.2223796712 5391924.719248128);;
nodes.1659;POINT (166650.38728215796 5391412.241413515);;
nodes.1660;POINT (166259.65586947353 5392189.228593735);;
nodes.1661;POINT (166189.6693056118 5392293.413174808);;
nodes.1662;POINT (169002.32321974006 5392357.665523272);;
nodes.1663;POINT (170724.1908394323 5389130.276929314);;
nodes.1664;POINT (168388.52981140415 5390812.477862052);;
nodes.1665;POINT (168358.08393067218 5390820.383374237);;
nodes.1666;POINT (168323.0516869195 5390828.8261616975);;
nodes.1667;POINT (168088.2343530402 5391095.791069777);;
nodes.1668;POINT (168101.0360944814 5391092.137539146);;
nodes.1669;POINT (168110.38693170805 5391089.481822404);;
nodes.1670;POINT (168118.74702546664 5391100.457766462);;
nodes.1671;POINT (168121.48548494015 5391113.460055477);;
nodes.1672;POINT (168124.03470127928 5391125.556652441);;
nodes.1673;POINT (168111.39993907427 5391128.5654531205);;
nodes.1674;POINT (168098.79857271648 5391131.543552715);;
nodes.1675;POINT (168073.54018025546 5390877.947986808);;
nodes.1676;POINT (168095.23634901107 5391119.49300097);;
nodes.1677;POINT (168108.70600739706 5391116.392097198);;
nodes.1678;POINT (166188.94572892168 5391772.732270181);;
nodes.1679;POINT (166226.5717168098 5391800.42748922);;
nodes.1680;POINT (168091.4069585278 5391106.552107446);;
nodes.1681;POINT (168105.01020030276 5391103.527962927);;
nodes.1682;POINT (168207.46865962888 5390935.129189459);;
nodes.1683;POINT (168474.17902762047 5390961.087269353);;
nodes.1684;POINT (167015.70445509427 5392280.82375852);;
nodes.1685;POINT (168227.11654975388 5391099.705568478);;
nodes.1686;POINT (167742.28677150194 5391246.84586659);;
nodes.1687;POINT (167725.26602135962 5391270.440725491);;
nodes.1688;POINT (169015.8262739733 5389893.780491012);;
nodes.1689;POINT (166483.60842105147 5391497.872457);;
nodes.1690;POINT (166519.14160251268 5391518.68930214);;
nodes.1691;POINT (166119.47123471758 5389577.02900014);;
nodes.1692;POINT (166159.8468140283 5389569.216639588);;
nodes.1693;POINT (166346.74110712114 5389638.2388428515);;
nodes.1694;POINT (168116.63195514155 5391404.181881344);;
nodes.1695;POINT (168116.63195514155 5391472.312014236);;
nodes.1696;POINT (168118.95853249912 5391467.000363512);;
nodes.1697;POINT (168123.2777287419 5391415.142846813);;
nodes.1698;POINT (166948.92389256734 5390801.272001964);;
nodes.1699;POINT (169693.2276393485 5390272.708516687);;
nodes.1700;POINT (169590.1680547721 5389037.178155485);;
nodes.1701;POINT (167467.00480271922 5391546.107430627);;
nodes.1702;POINT (167443.10450804592 5391565.481319517);;
nodes.1703;POINT (167463.83219723162 5391574.677022638);;
nodes.1704;POINT (167446.26598158447 5391624.432229093);;
nodes.1705;POINT (167456.89699295518 5391767.144109638);;
nodes.1706;POINT (167473.7507638613 5391728.5183449015);;
nodes.1707;POINT (168577.2163482987 5391729.347354057);;
nodes.1708;POINT (168605.14640853877 5391743.578689499);;
nodes.1709;POINT (168477.64106378413 5391697.24633143);;
nodes.1710;POINT (168489.8862077714 5391699.93292638);;
nodes.1711;POINT (168301.23306672406 5391589.076990114);;
nodes.1712;POINT (168182.87818411263 5391666.005127385);;
nodes.1713;POINT (166654.72874229887 5390749.786621766);;
nodes.1714;POINT (167721.8373810432 5389673.080132527);;
nodes.1715;POINT (167114.11088495547 5390284.2514291825);;
nodes.1716;POINT (167380.25352354403 5389917.034225314);;
nodes.1717;POINT (167426.01696620914 5389857.357432423);;
nodes.1718;POINT (165240.09178524706 5390805.677591913);;
nodes.1719;POINT (165436.30351971925 5390855.106305727);;
nodes.1720;POINT (166460.46509891553 5391543.543694009);;
nodes.1721;POINT (166987.47383222904 5390546.380722319);;
nodes.1722;POINT (167372.9620968971 5389814.165672427);;
nodes.1723;POINT (167812.2399395164 5390070.848019636);;
nodes.1724;POINT (168670.45755378713 5391253.861377889);;
nodes.1725;POINT (168543.88729275521 5391189.110099046);;
nodes.1726;POINT (166688.8704301252 5390442.031591302);;
nodes.1727;POINT (166802.41631073432 5391253.431543348);;
nodes.1728;POINT (166825.87132744447 5391199.948000855);;
nodes.1729;POINT (166855.25967301388 5391177.734921127);;
nodes.1730;POINT (166812.74675947995 5391192.71761453);;
nodes.1731;POINT (168300.32024689953 5390563.971909617);;
nodes.1732;POINT (168340.25054824704 5390690.2119161235);;
nodes.1733;POINT (168318.94399770926 5390696.398089064);;
nodes.1734;POINT (168357.33809008385 5390685.729629627);;
nodes.1735;POINT (166866.81463615826 5390752.273386683);;
nodes.1736;POINT (166914.2701350834 5390806.245560108);;
nodes.1737;POINT (167854.74172110128 5391049.461951939);;
nodes.1738;POINT (167834.0585597119 5391048.325985756);;
nodes.1739;POINT (167803.32324830387 5391099.383197933);;
nodes.1740;POINT (167478.1812795949 5391055.387399418);;
nodes.1741;POINT (167532.95046906517 5390911.980354019);;
nodes.1742;POINT (167650.3925318521 5391228.178798951);;
nodes.1743;POINT (167647.75425992027 5391212.965780693);;
nodes.1744;POINT (167730.62048886679 5391197.430413468);;
nodes.1745;POINT (167724.06377085907 5391208.099462271);;
nodes.1746;POINT (167742.85450090497 5391176.000246101);;
nodes.1747;POINT (167725.13243797066 5391164.502275597);;
nodes.1748;POINT (167748.57632273174 5391126.922893443);;
nodes.1749;POINT (167750.50214992248 5391139.572145574);;
nodes.1750;POINT (167786.31363011067 5391150.379287296);;
nodes.1751;POINT (167775.64922289268 5391152.482383104);;
nodes.1752;POINT (167762.06824501592 5391186.97629268);;
nodes.1753;POINT (167760.50977214478 5391174.511189038);;
nodes.1754;POINT (167737.81172797206 5391161.6009208085);;
nodes.1755;POINT (167746.86200257353 5391168.478207709);;
nodes.1756;POINT (167777.15203601835 5391170.596658719);;
nodes.1757;POINT (167742.98808429393 5391149.657787386);;
nodes.1758;POINT (167753.97531803523 5391156.519714346);;
nodes.1759;POINT (167769.57117869533 5391166.236948468);;
nodes.1760;POINT (167760.22034146872 5391146.249852394);;
nodes.1761;POINT (166154.11386025246 5390692.084652904);;
nodes.1762;POINT (166136.36953342 5390699.360699404);;
nodes.1763;POINT (169864.03626602172 5390363.17954872);;
nodes.1764;POINT (169631.2004190785 5389982.037547997);;
nodes.1765;POINT (166674.22078513677 5388751.978815706);;
nodes.1766;POINT (166311.07434227096 5389270.909112799);;
nodes.1767;POINT (168042.44864647693 5390112.26045251);;
nodes.1768;POINT (168609.8552229993 5392488.72020178);;
nodes.1769;POINT (166860.61414052107 5389341.034154247);;
nodes.1770;POINT (169068.38020557683 5389985.39900731);;
nodes.1771;POINT (169342.97199351658 5390193.105790996);;
nodes.1772;POINT (169682.65228772318 5390654.03132982);;
nodes.1773;POINT (166970.33063064687 5390538.045642624);;
nodes.1774;POINT (165543.34834206605 5390810.773956422);;
nodes.1775;POINT (165593.68701580277 5390823.591632566);;
nodes.1776;POINT (165596.4922669708 5390859.818932897);;
nodes.1777;POINT (165612.1660512745 5390886.467579858);;
nodes.1778;POINT (166765.4916356382 5390980.214322144);;
nodes.1779;POINT (166769.85535967728 5390968.087213466);;
nodes.1780;POINT (166777.0020709862 5390948.637820421);;
nodes.1781;POINT (166513.36412094047 5391576.565290021);;
nodes.1782;POINT (166860.6809322155 5391217.1105965115);;
nodes.1783;POINT (167428.23222407594 5389974.976952498);;
nodes.1784;POINT (167492.78639678695 5390063.557117523);;
nodes.1785;POINT (167395.37071039376 5390043.188669811);;
nodes.1786;POINT (166958.04095886333 5390114.455408714);;
nodes.1787;POINT (165361.83078037857 5388156.00913792);;
nodes.1788;POINT (167130.87560026895 5390775.897686696);;
nodes.1789;POINT (166700.6035044548 5391549.914657574);;
nodes.1790;POINT (166708.22888957415 5391474.138854351);;
nodes.1791;POINT (166710.59999472805 5391437.479308201);;
nodes.1792;POINT (166728.5446966439 5391483.042786121);;
nodes.1793;POINT (166665.39314951687 5391429.112723574);;
nodes.1794;POINT (168519.9869980819 5390582.990691576);;
nodes.1795;POINT (168741.54618060775 5390642.02744993);;
nodes.1796;POINT (168862.3612239657 5390743.170602307);;
nodes.1797;POINT (169091.20070118943 5391182.417010211);;
nodes.1798;POINT (169134.70435819143 5391373.386857293);;
nodes.1799;POINT (168602.53040050511 5390347.307912514);;
nodes.1800;POINT (168733.29740633996 5390569.129541543);;
nodes.1801;POINT (168554.10642201005 5390150.679935873);;
nodes.1802;POINT (168138.3949155916 5391133.370325622);;
nodes.1803;POINT (166194.24453668343 5389022.367770785);;
nodes.1804;POINT (166209.4507791258 5389022.367770785);;
nodes.1805;POINT (166220.8721588812 5389022.367770785);;
