id;the_geom;type;flats;height;levels
buildings.4798;MULTIPOLYGON (((167452.7447759486 5389894.931664604, 167456.93038880243 5389898.032159523, 167457.42019456194 5389897.387502081, 167461.66146716118 5389900.518695804, 167462.37391190225 5389899.551709396, 167472.93813157853 5389907.379697519, 167471.89172836507 5389908.807154886, 167480.08484288742 5389914.870013915, 167481.28709338803 5389913.243018445, 167490.25944434592 5389919.873794226, 167489.6026593503 5389920.779386655, 167495.45806456602 5389925.107812721, 167494.93486295926 5389925.813868227, 167499.26519115112 5389929.006467717, 167507.30245838637 5389918.062609629, 167503.172505278 5389915.008155051, 167502.73835926387 5389914.685825734, 167502.08157426823 5389915.576068643, 167494.3114738108 5389909.820189285, 167494.93486295926 5389908.975993949, 167491.02754883244 5389906.090381374, 167490.35963188767 5389905.599213364, 167489.62492324843 5389906.581549404, 167485.4281784455 5389903.450353633, 167486.16288708476 5389902.452668928, 167477.92524476605 5389896.328422088, 167473.45020123615 5389893.02839101, 167472.64870090244 5389892.445129823, 167471.9251242123 5389893.442813453, 167464.33313494019 5389887.9325313745, 167465.12350332484 5389886.842754526, 167460.96015436915 5389883.757612312, 167452.7447759486 5389894.931664604)));yes;1;0.0;0
buildings.4799;MULTIPOLYGON (((167441.434715684 5389886.013910248, 167451.47573375358 5389872.353339328, 167444.84109210232 5389867.671912354, 167435.0338449634 5389880.979450309, 167441.434715684 5389886.013910248)));yes;1;0.0;0
buildings.4800;MULTIPOLYGON (((167486.51910945526 5389866.351903866, 167482.3780243978 5389858.876975619, 167477.81392527526 5389865.062593429, 167475.50961181583 5389863.1132791815, 167471.0011724387 5389869.529133918, 167475.73225079742 5389872.890552412, 167481.6321838095 5389877.157560286, 167488.11097817364 5389882.038528542, 167488.44493664606 5389882.284111917, 167488.84568681286 5389881.746898293, 167497.3171000622 5389887.963229315, 167496.88295404817 5389888.546490217, 167497.32823201132 5389888.884167599, 167501.44705317068 5389891.969311518, 167501.89233113386 5389891.355352445, 167505.9666244969 5389894.302356354, 167505.4100270429 5389895.085154426, 167507.32472228457 5389896.466562948, 167510.77562649915 5389899.075890721, 167512.61239809723 5389896.604703811, 167518.9464771234 5389901.332192387, 167528.56448112792 5389888.37765153, 167522.0077631202 5389883.496679935, 167522.82039540302 5389882.406903609, 167515.18387833456 5389876.681742766, 167513.12446775488 5389875.177545599, 167511.87768945802 5389876.896628095, 167507.525097368 5389873.7193955155, 167508.78300761394 5389871.98496466, 167506.73472898334 5389870.480768256, 167498.16312819227 5389864.003517134, 167495.9367383764 5389862.361181668, 167495.71409939483 5389862.668160239, 167491.51735459192 5389859.536979308, 167490.11472900794 5389861.5476885075, 167486.51910945526 5389866.351903866)));yes;1;0.0;0
buildings.4801;MULTIPOLYGON (((167375.7450841669 5389888.208812847, 167402.52855365176 5389854.026717395, 167387.19985976952 5389842.0238741, 167380.88804464156 5389850.082047234, 167359.1250841915 5389832.906635241, 167345.4884465693 5389850.327629761, 167367.2402750703 5389867.487725112, 167360.41639028466 5389876.205925266, 167375.7450841669 5389888.208812847)));yes;1;0.0;0
buildings.4802;MULTIPOLYGON (((167699.0057534815 5390178.968934182, 167693.60675817804 5390182.03882525, 167695.0650435074 5390184.602185071, 167689.97774277817 5390187.487884401, 167687.9739919439 5390183.942158221, 167682.99801070543 5390186.766459485, 167685.00176153972 5390190.327536218, 167687.25041525374 5390194.27235126, 167682.90895511277 5390196.7282680925, 167687.6400334715 5390205.04769119, 167692.13734089953 5390202.468976221, 167691.1465974315 5390200.673085861, 167698.5048157729 5390196.390579489, 167697.42501671222 5390194.487243957, 167701.51044202436 5390192.169472994, 167705.2841727622 5390190.020546789, 167699.0057534815 5390178.968934182)));yes;1;0.0;0
buildings.4803;MULTIPOLYGON (((167119.68799144423 5389945.875076535, 167122.93852057538 5389947.686266569, 167126.44508453537 5389949.62024954, 167125.57679250717 5389951.216553248, 167122.91625667724 5389955.974767855, 167131.28748238488 5389960.640890361, 167130.83107247262 5389961.469741314, 167134.58253931237 5389963.557218121, 167137.33213073495 5389958.614810562, 167135.01668532644 5389957.310138204, 167137.7440128509 5389952.674715529, 167133.3914207609 5389950.234212471, 167136.06308853993 5389945.429953616, 167132.10011466767 5389943.357829955, 167133.73651118233 5389940.36476327, 167134.47121982157 5389939.121489703, 167131.999927126 5389937.663329551, 167126.07773021574 5389934.409330894, 167122.97191642263 5389939.981036842, 167115.41332299775 5389935.760047179, 167110.63771684273 5389944.340170005, 167118.1963102676 5389948.561163581, 167119.68799144423 5389945.875076535)));yes;1;0.0;0
buildings.4804;MULTIPOLYGON (((167133.3914207609 5389950.234212471, 167137.7440128509 5389952.674715529, 167140.41568062993 5389947.870455407, 167136.06308853993 5389945.429953616, 167133.3914207609 5389950.234212471)));yes;1;0.0;0
buildings.4805;MULTIPOLYGON (((167375.7450841669 5389888.208812847, 167377.98260593184 5389889.973944687, 167396.19447462563 5389866.720278309, 167404.7660754167 5389855.7764938045, 167402.52855365176 5389854.026717395, 167375.7450841669 5389888.208812847)));yes;1;0.0;0
buildings.4806;MULTIPOLYGON (((167490.11472900794 5389861.5476885075, 167483.71385828732 5389856.943011591, 167482.3780243978 5389858.876975619, 167486.51910945526 5389866.351903866, 167490.11472900794 5389861.5476885075)));yes;1;0.0;0
buildings.4807;MULTIPOLYGON (((167454.04721399088 5389855.269979546, 167460.37016106796 5389859.859306707, 167472.93813157853 5389842.515038741, 167466.61518450148 5389837.941069055, 167454.04721399088 5389855.269979546)));yes;1;0.0;0
buildings.4808;MULTIPOLYGON (((167530.65728755484 5389817.788001351, 167533.12858025046 5389819.645212916, 167537.21400556254 5389814.211718973, 167534.74271286692 5389812.354508497, 167530.65728755484 5389817.788001351)));yes;1;0.0;0
buildings.4809;MULTIPOLYGON (((167497.2503083678 5389826.905225333, 167492.58602170352 5389833.136868434, 167494.2669460145 5389834.410825546, 167495.21316168626 5389835.116874141, 167499.8663164014 5389828.885229707, 167497.2503083678 5389826.905225333)));yes;1;0.0;0
buildings.4810;MULTIPOLYGON (((167528.56448112792 5389888.37765153, 167530.122953999 5389886.274842697, 167523.55510404223 5389881.393872213, 167522.82039540302 5389882.406903609, 167522.0077631202 5389883.496679935, 167528.56448112792 5389888.37765153)));yes;1;0.0;0
buildings.4811;MULTIPOLYGON (((167465.12350332484 5389886.842754526, 167464.33313494019 5389887.9325313745, 167471.9251242123 5389893.442813453, 167472.64870090244 5389892.445129823, 167473.45020123615 5389893.02839101, 167474.47434055147 5389891.616285047, 167466.08085094564 5389885.507394337, 167465.12350332484 5389886.842754526)));yes;1;0.0;0
buildings.4812;MULTIPOLYGON (((167501.44705317068 5389891.969311518, 167499.77726080877 5389894.302356354, 167505.77738136254 5389898.630770046, 167507.32472228457 5389896.466562948, 167505.4100270429 5389895.085154426, 167505.9666244969 5389894.302356354, 167501.89233113386 5389891.355352445, 167501.44705317068 5389891.969311518)));yes;1;0.0;0
buildings.4813;MULTIPOLYGON (((167494.93486295926 5389908.975993949, 167494.3114738108 5389909.820189285, 167502.08157426823 5389915.576068643, 167502.73835926387 5389914.685825734, 167503.172505278 5389915.008155051, 167504.11872094974 5389913.718837847, 167495.92560642734 5389907.640630567, 167494.93486295926 5389908.975993949)));yes;1;0.0;0
buildings.4814;MULTIPOLYGON (((167477.92524476605 5389896.328422088, 167486.16288708476 5389902.452668928, 167485.4281784455 5389903.450353633, 167489.62492324843 5389906.581549404, 167490.35963188767 5389905.599213364, 167491.02754883244 5389906.090381374, 167492.43017441643 5389904.187105482, 167479.3056064519 5389894.440497189, 167477.92524476605 5389896.328422088)));yes;1;0.0;0
buildings.4815;MULTIPOLYGON (((167515.18387833456 5389876.681742766, 167515.90745502475 5389875.684060941, 167507.45830567353 5389869.498436039, 167506.73472898334 5389870.480768256, 167508.78300761394 5389871.98496466, 167507.525097368 5389873.7193955155, 167511.87768945802 5389876.896628095, 167513.12446775488 5389875.177545599, 167515.18387833456 5389876.681742766)));yes;1;0.0;0
buildings.4816;MULTIPOLYGON (((167488.11097817364 5389882.038528542, 167486.41892191357 5389884.356221917, 167495.68070354758 5389891.155815759, 167497.32823201132 5389888.884167599, 167496.88295404817 5389888.546490217, 167497.3171000622 5389887.963229315, 167488.84568681286 5389881.746898293, 167488.44493664606 5389882.284111917, 167488.11097817364 5389882.038528542)));yes;1;0.0;0
buildings.4817;MULTIPOLYGON (((168323.60828437348 5390821.365807294, 168324.63242368877 5390825.617901556, 168385.68003243982 5390810.973512921, 168381.88403780377 5390795.162511355, 168377.564841561 5390796.190993159, 168380.33669688174 5390807.7499084715, 168323.60828437348 5390821.365807294)));yes;1;0.0;0
buildings.4818;MULTIPOLYGON (((166666.18351790155 5390793.734917397, 166674.30984072943 5390797.311577947, 166676.33585546183 5390792.691085392, 166678.58450917588 5390793.642814565, 166682.38050381193 5390795.22391325, 166686.0540470081 5390787.364473917, 166688.61439529635 5390788.423655779, 166689.1709927503 5390788.653912725, 166692.67755671032 5390781.116838422, 166688.1134575878 5390779.105929617, 166686.1097067535 5390778.062099261, 166690.21739596376 5390768.652280936, 166692.17661900175 5390769.557956345, 166696.70732227704 5390771.645615254, 166703.6536585025 5390756.1109881755, 166699.40125395422 5390754.207537634, 166697.00788490218 5390753.133009277, 166699.16748302357 5390748.650692334, 166701.28255334863 5390749.602416984, 166705.66854128588 5390751.5672681825, 166712.31431488623 5390737.306756058, 166719.02688018107 5390724.2742943205, 166718.31443544 5390724.197542537, 166718.85990094487 5390715.401792577, 166722.5668399883 5390717.1824323805, 166727.1086752127 5390708.509491725, 166681.9018300015 5390706.038088881, 166680.89995458437 5390729.339913309, 166707.08229881898 5390730.736796612, 166706.85965983738 5390738.273829919, 166704.47742273437 5390743.492960449, 166697.23052388374 5390740.284729867, 166694.4698005121 5390746.33278271, 166690.44003494538 5390744.613538858, 166688.26930487488 5390749.6177673815, 166690.21739596376 5390750.523440931, 166688.9706176669 5390753.271162917, 166686.7108320038 5390758.10654158, 166683.40464312723 5390765.597545883, 166681.70145491807 5390764.8453750955, 166677.4490503698 5390774.546847901, 166679.24129417154 5390775.299019476, 166675.935105295 5390783.035644944, 166673.4972084466 5390781.8690105295, 166669.99064448662 5390789.636342412, 166668.2317965321 5390788.807417357, 166666.18351790155 5390793.734917397)));apartments;8;0.0;1
buildings.4819;MULTIPOLYGON (((166634.10124065488 5390773.303462369, 166656.40966660986 5390780.794478968, 166659.5600081993 5390771.430709167, 166637.25158224432 5390763.939700146, 166634.10124065488 5390773.303462369)));yes;1;0.0;0
buildings.4820;MULTIPOLYGON (((166673.56400014108 5390729.017555657, 166680.89995458437 5390729.339913309, 166681.9018300015 5390706.038088881, 166674.73285479445 5390705.654330735, 166674.02041005337 5390720.206450768, 166673.56400014108 5390729.017555657)));yes;1;0.0;0
buildings.4821;MULTIPOLYGON (((166671.4823256633 5390720.359954267, 166674.02041005337 5390720.206450768, 166674.73285479445 5390705.654330735, 166672.35061769147 5390705.516177805, 166671.4823256633 5390720.359954267)));yes;1;0.0;0
buildings.4822;MULTIPOLYGON (((166686.1097067535 5390778.062099261, 166688.1134575878 5390779.105929617, 166692.17661900175 5390769.557956345, 166690.21739596376 5390768.652280936, 166686.1097067535 5390778.062099261)));yes;1;0.0;0
buildings.4823;MULTIPOLYGON (((166673.4972084466 5390781.8690105295, 166675.935105295 5390783.035644944, 166679.24129417154 5390775.299019476, 166677.4490503698 5390774.546847901, 166676.69207783238 5390774.362642627, 166673.4972084466 5390781.8690105295)));yes;1;0.0;0
buildings.4824;MULTIPOLYGON (((166682.38050381193 5390795.22391325, 166685.11896328544 5390796.375198868, 166688.61439529635 5390788.423655779, 166686.0540470081 5390787.364473917, 166682.38050381193 5390795.22391325)));yes;1;0.0;0
buildings.4825;MULTIPOLYGON (((167436.2806232603 5389825.6773158545, 167439.92077060923 5389820.934517031, 167435.25648394498 5389817.358233436, 167431.61633659605 5389822.1163792955, 167436.2806232603 5389825.6773158545)));yes;1;0.0;0
buildings.4826;MULTIPOLYGON (((167560.31279990217 5389819.553119774, 167555.35908256183 5389825.8308045305, 167557.9862225446 5389827.918250771, 167553.26627613496 5389833.904312455, 167553.82287358894 5389834.349430019, 167544.995237969 5389845.523422712, 167544.2493973807 5389844.94016452, 167540.97660435137 5389849.084368275, 167541.57772960165 5389849.575533283, 167535.90043557118 5389856.758824563, 167535.3661020154 5389856.344403761, 167529.08768273465 5389864.295146828, 167528.3975018917 5389863.742585309, 167525.31395199677 5389867.641214481, 167537.00249853006 5389876.942674951, 167543.4367650979 5389868.792384824, 167542.55734112067 5389868.101682599, 167554.23475570485 5389853.320667358, 167555.84888832137 5389854.594627244, 167560.26827210584 5389849.0076237405, 167558.85451457277 5389847.87180476, 167560.0233692261 5389846.398310073, 167563.8416277603 5389849.422044218, 167576.96619572485 5389832.799193084, 167560.31279990217 5389819.553119774)));yes;1;0.0;0
buildings.4827;MULTIPOLYGON (((166618.13802567514 5390679.743017478, 166624.22720182154 5390680.065373419, 166618.65009533276 5390669.565785709, 166613.5739265526 5390669.350881996, 166615.11013552558 5390670.870558391, 166618.3272688095 5390677.640029003, 166618.13802567514 5390679.743017478)));yes;1;0.0;0
buildings.4828;MULTIPOLYGON (((166600.14879596297 5390678.468944115, 166610.60169614846 5390678.837350854, 166610.59056419934 5390679.40531127, 166618.13802567514 5390679.743017478, 166618.3272688095 5390677.640029003, 166615.11013552558 5390670.870558391, 166613.5739265526 5390669.350881996, 166608.2862507399 5390669.074577222, 166608.5088897215 5390663.256828646, 166600.99482409298 5390662.888422527, 166600.14879596297 5390678.468944115)));yes;1;0.0;0
buildings.4829;MULTIPOLYGON (((166547.52807266492 5390564.754764278, 166539.23477060086 5390569.467243734, 166541.27191728237 5390573.059167799, 166549.56521934646 5390568.346686513, 166547.52807266492 5390564.754764278)));yes;1;0.0;0
buildings.4830;MULTIPOLYGON (((166553.33895008438 5390541.760354934, 166558.49304250808 5390550.985741945, 166560.97546715278 5390549.588885749, 166555.83250667813 5390540.378850182, 166553.33895008438 5390541.760354934)));yes;1;0.0;0
buildings.4831;MULTIPOLYGON (((166536.4295194329 5390571.048304152, 166538.47779806345 5390574.6555789355, 166541.27191728237 5390573.059167799, 166539.23477060086 5390569.467243734, 166547.52807266492 5390564.754764278, 166561.68791189385 5390556.711319534, 166558.49304250808 5390550.985741945, 166553.33895008438 5390541.760354934, 166553.004991612 5390541.146352795, 166526.7001959375 5390556.020566021, 166535.55009545558 5390571.554857547, 166536.4295194329 5390571.048304152)));yes;1;0.0;0
buildings.4832;MULTIPOLYGON (((166536.09556096053 5390521.421555789, 166531.6427813288 5390511.183097945, 166525.44228569156 5390513.900048922, 166529.8950653233 5390524.138509766, 166536.09556096053 5390521.421555789)));yes;1;0.0;0
