id;the_geom;type;flats;height;levels
buildings.358;MULTIPOLYGON (((167002.66894272232 5390318.327664343, 167008.91396615584 5390323.715404891, 167011.86393266186 5390320.384522187, 167008.02341022948 5390317.299235589, 167007.05493065956 5390318.128118457, 167004.48345042227 5390316.0712611135, 167002.66894272232 5390318.327664343)));yes;1;0.0;0
buildings.359;MULTIPOLYGON (((167114.7676699512 5389771.219694235, 167123.76228480725 5389777.712229271, 167127.33564046177 5389772.693176965, 167126.66772351696 5389772.217364807, 167133.61405974245 5389762.440197826, 167134.29310863628 5389762.916009482, 167137.86646429077 5389757.943011454, 167128.88298138374 5389751.465839018, 167114.7676699512 5389771.219694235)));yes;1;0.0;0
buildings.360;MULTIPOLYGON (((166519.07481081822 5391822.749527589, 166516.50333058086 5391827.585464588, 166526.5109528032 5391832.851265521, 166531.70957302325 5391822.8876971835, 166528.2920646559 5391821.122196977, 166521.33459648132 5391817.468380229, 166518.6406648041 5391822.5038927635, 166519.07481081822 5391822.749527589)));yes;1;0.0;0
buildings.361;MULTIPOLYGON (((168229.45425906053 5391963.837108245, 168236.10003266088 5391953.090426916, 168231.42461404754 5391950.173472708, 168233.59534411805 5391946.657776489, 168226.83825102687 5391942.451224688, 168224.51167366927 5391946.21255741, 168226.014486795 5391947.133700355, 168222.88640910372 5391952.19998817, 168220.57096369524 5391950.756863479, 168217.1979831242 5391956.20696322, 168218.18872659226 5391956.821059165, 168215.86214923466 5391960.582397727, 168222.00698512644 5391964.389795046, 168224.32243053496 5391960.643807348, 168225.36883374842 5391961.303960809, 168229.45425906053 5391963.837108245)));yes;1;0.0;0
buildings.362;MULTIPOLYGON (((167352.76874126718 5392225.338413089, 167354.44966557817 5392228.654628047, 167359.5480982565 5392226.059996798, 167357.8671739455 5392222.74378277, 167352.76874126718 5392225.338413089)));yes;1;0.0;0
buildings.363;MULTIPOLYGON (((166566.9978516047 5391947.440748019, 166560.7416962221 5391956.406544394, 166578.53055085088 5391968.98016729, 166586.3897069009 5391957.757555561, 166578.10753678586 5391951.908292733, 166576.50453611845 5391954.165094488, 166566.9978516047 5391947.440748019)));yes;1;0.0;0
buildings.364;MULTIPOLYGON (((166688.89269402332 5390812.477862052, 166685.87593582284 5390819.800054662, 166693.72395992375 5390822.732003431, 166696.69619032793 5390815.532612563, 166688.89269402332 5390812.477862052)));yes;1;0.0;0
buildings.365;MULTIPOLYGON (((165606.4442294477 5390419.037486589, 165605.0527358128 5390433.665905745, 165617.46485903623 5390434.832496308, 165617.88787310125 5390430.457782464, 165622.2738610385 5390430.872228949, 165627.53927295303 5390431.363424811, 165628.51888447203 5390421.094366799, 165627.14965473526 5390421.002267673, 165617.15316446198 5390420.035226933, 165606.4442294477 5390419.037486589)));yes;1;0.0;0
buildings.366;MULTIPOLYGON (((167789.0854854314 5391600.084229812, 167794.17278616066 5391591.548628571, 167756.65811776332 5391569.073629835, 167751.6153448304 5391577.59385859, 167789.0854854314 5391600.084229812)));yes;1;0.0;0
buildings.367;MULTIPOLYGON (((166696.21751651753 5391209.450364288, 166691.6422854459 5391207.070934727, 166688.6923189399 5391212.766215534, 166693.2230222152 5391215.176348898, 166696.21751651753 5391209.450364288)));yes;1;0.0;0
buildings.368;MULTIPOLYGON (((167547.34407922474 5391884.588302735, 167542.60186891697 5391886.967906354, 167540.70943757347 5391887.919747972, 167541.44414621269 5391889.408919732, 167537.11381802085 5391891.588944803, 167538.08229759074 5391893.50798138, 167538.3272004705 5391893.385163031, 167539.30681198946 5391895.35025687, 167535.1100671866 5391897.453521838, 167536.21213014546 5391899.664253411, 167535.78911608038 5391899.879185678, 167537.4032486969 5391903.118522551, 167537.6147557294 5391903.533034937, 167538.0377697944 5391903.333454895, 167539.15096470236 5391905.55954019, 167552.28666461597 5391898.958047434, 167551.2513933516 5391896.870134427, 167550.8617751338 5391897.069714327, 167548.91368404494 5391893.154878619, 167550.2161220872 5391892.510082312, 167549.47028149889 5391891.0209100535, 167550.3385735271 5391890.5910459375, 167547.34407922474 5391884.588302735)));yes;1;0.0;0
buildings.369;MULTIPOLYGON (((167803.3789080493 5389970.694550455, 167800.4178095942 5389963.373028971, 167796.4548357219 5389965.015382343, 167795.76465487902 5389963.342330778, 167787.2598457824 5389966.857274322, 167779.47861337595 5389970.065237062, 167782.5176354746 5389977.4174620705, 167788.50662407928 5389974.915556035, 167789.68661068167 5389977.893284764, 167799.99479552917 5389973.656928718, 167799.41593417703 5389972.321556015, 167803.3789080493 5389970.694550455)));yes;1;0.0;0
buildings.370;MULTIPOLYGON (((167363.06579416554 5390524.829260906, 167367.01763608874 5390517.215651195, 167363.35522484162 5390515.327599756, 167359.41451486756 5390522.941207916, 167363.06579416554 5390524.829260906)));yes;1;0.0;0
buildings.371;MULTIPOLYGON (((167157.2917154342 5390308.2122283, 167160.6201682089 5390312.264541263, 167164.93936445168 5390308.54992098, 167161.52185608435 5390304.374812359, 167157.2917154342 5390308.2122283)));yes;1;0.0;0
buildings.372;MULTIPOLYGON (((166679.87581526907 5391482.244502235, 166677.56036986058 5391482.014228051, 166674.86643818338 5391506.991334732, 166677.19301554098 5391507.267664503, 166679.87581526907 5391482.244502235)));yes;1;0.0;0
buildings.373;MULTIPOLYGON (((166898.8746495067 5390577.0808963915, 166887.4532697513 5390598.571078777, 166888.4106173721 5390599.046933378, 166893.6982931848 5390601.779260283, 166894.68903665285 5390602.270465203, 166909.63924426638 5390609.945545488, 166915.3499341441 5390598.954832488, 166921.22760325795 5390587.65712992, 166898.8746495067 5390577.0808963915)));yes;1;0.0;0
buildings.374;MULTIPOLYGON (((169756.18994334122 5390228.593847992, 169709.4802850043 5390181.869981215, 169692.00312494978 5390199.491175303, 169738.67938743942 5390246.199781394, 169756.18994334122 5390228.593847992)));1;1;0.0;0
buildings.375;MULTIPOLYGON (((168120.75077630088 5391854.068021496, 168126.9512719381 5391843.628511759, 168117.97892098012 5391838.255239275, 168112.10125186626 5391834.785642132, 168112.96954389443 5391833.357887931, 168108.91751442957 5391830.962945893, 168101.89325456053 5391842.860901215, 168120.75077630088 5391854.068021496)));yes;1;0.0;0
buildings.376;MULTIPOLYGON (((166430.8207185173 5390332.387985288, 166441.61870912425 5390352.373325369, 166452.75065820353 5390346.325529736, 166446.97317663138 5390335.6267740335, 166441.9637995457 5390326.340202703, 166430.8207185173 5390332.387985288)));yes;1;0.0;0
buildings.377;MULTIPOLYGON (((168784.10362193803 5389930.940446784, 168779.87348128788 5389927.410167834, 168777.25747325423 5389930.587418828, 168781.44308610808 5389934.102349946, 168784.10362193803 5389930.940446784)));yes;1;0.0;0
buildings.378;MULTIPOLYGON (((166935.73253290835 5391399.837412626, 166935.2761229961 5391391.685782474, 166925.9586816167 5391392.177029282, 166926.147924751 5391395.354782728, 166919.5578108961 5391395.707866511, 166920.1923319936 5391407.436396349, 166931.79182293426 5391406.837688317, 166931.4356005637 5391400.06768477, 166935.73253290835 5391399.837412626)));yes;1;0.0;0
buildings.379;MULTIPOLYGON (((167353.03590804507 5390188.562347149, 167354.56098506897 5390192.7834520005, 167362.75409959134 5390189.821003666, 167361.27355036378 5390185.569201239, 167357.8783058946 5390186.904604678, 167353.03590804507 5390188.562347149)));yes;1;0.0;0
buildings.380;MULTIPOLYGON (((166718.25877569462 5390852.941875163, 166709.79849439432 5390872.72878052, 166717.15671273574 5390876.474328265, 166726.26264708265 5390856.226897641, 166718.25877569462 5390852.941875163)));yes;1;0.0;0
buildings.381;MULTIPOLYGON (((168468.6130530808 5392296.483766748, 168457.5812915432 5392295.91570716, 168452.4494630176 5392295.639353863, 168452.1934281888 5392300.490890753, 168447.76291245522 5392300.26059622, 168447.2953705939 5392309.149969237, 168456.9356384966 5392309.656617697, 168457.11374968188 5392306.386432671, 168459.71862576643 5392306.524609476, 168468.0675875759 5392306.954492897, 168468.6130530808 5392296.483766748)));yes;1;0.0;0
buildings.382;MULTIPOLYGON (((167619.37892171709 5391827.8003951805, 167608.40281992484 5391834.877755312, 167610.61807779165 5391838.332000292, 167612.82220370934 5391836.904245542, 167614.23596124243 5391839.1149626635, 167612.02070337563 5391840.527365546, 167613.72389158478 5391843.198649847, 167617.9095044386 5391849.738693971, 167628.87447428174 5391842.676674693, 167619.37892171709 5391827.8003951805)));yes;1;0.0;0
buildings.383;MULTIPOLYGON (((166280.86223246966 5390645.404498967, 166283.23333762356 5390645.373798513, 166283.23333762356 5390647.2004755465, 166288.65459682522 5390647.139074631, 166288.64346487614 5390645.511950546, 166296.8254474494 5390645.419849193, 166296.8031835513 5390642.242353014, 166298.32826057513 5390642.1963023525, 166298.02769795002 5390629.578429798, 166280.69525323345 5390629.762632197, 166280.86223246966 5390645.404498967)));yes;1;0.0;0
buildings.384;MULTIPOLYGON (((166793.94489748497 5390452.43882168, 166800.1008653258 5390447.23520503, 166798.6091841492 5390445.454617112, 166806.2568331667 5390439.007663727, 166797.41806559774 5390428.446949778, 166795.30299527262 5390430.227534425, 166792.86509842426 5390427.311059751, 166790.16003479797 5390424.041539233, 166779.40657198732 5390433.128660145, 166784.59406025836 5390439.345361175, 166787.9781727784 5390436.505633024, 166789.58117344585 5390438.424368166, 166786.20819287482 5390441.248747013, 166785.26197720307 5390442.077640971, 166793.94489748497 5390452.43882168)));yes;1;0.0;0
buildings.385;MULTIPOLYGON (((165635.5765401883 5391059.654952018, 165635.82144306807 5391054.696608713, 165631.50224682526 5391054.543099673, 165631.3686634363 5391058.380826396, 165631.32413564 5391059.4707410745, 165635.5765401883 5391059.654952018)));yes;1;0.0;0
buildings.386;MULTIPOLYGON (((165896.72093364023 5391606.731565007, 165894.85076619493 5391608.742653498, 165898.6244969328 5391612.227517797, 165898.61336498376 5391615.958012753, 165896.130940339 5391618.782750671, 165897.95657998804 5391620.486804939, 165902.72105419403 5391615.251828407, 165902.74331809217 5391612.3042769395, 165896.72093364023 5391606.731565007)));yes;1;0.0;0
buildings.387;MULTIPOLYGON (((167764.9848156747 5392117.193609373, 167776.78468169877 5392109.885743711, 167775.63809094357 5392108.01272025, 167775.27073662396 5392108.2430099975, 167774.10188197065 5392106.354634217, 167774.80319476267 5392105.924760111, 167773.46736087312 5392103.744684587, 167773.86811103998 5392103.483689667, 167771.98681164556 5392100.428514357, 167771.60832537684 5392100.674156553, 167770.27249148733 5392098.494082266, 167766.17593422616 5392101.0426198635, 167765.01821152188 5392099.1542455545, 167765.22971855444 5392099.031424474, 167764.0719958502 5392097.143050574, 167759.975438589 5392099.691587799, 167759.17393825526 5392098.401966466, 167752.86212312727 5392102.301536285, 167756.15718005478 5392107.659609306, 167758.26111843073 5392106.354634217, 167760.0756261307 5392105.23389105, 167761.87900188155 5392108.1662467485, 167760.0644941816 5392109.302342921, 167761.40032807112 5392111.482419752, 167761.0441057006 5392111.69735693, 167763.28162746553 5392115.335937094, 167763.69350958147 5392115.090294506, 167764.9848156747 5392117.193609373)));yes;1;0.0;0
buildings.388;MULTIPOLYGON (((166380.24827384992 5391286.45210509, 166383.4431432357 5391285.346812411, 166385.45802601904 5391282.43006849, 166382.7195665455 5391280.557212352, 166379.56922495607 5391282.015583903, 166377.6767936126 5391284.656004557, 166380.24827384992 5391286.45210509)));yes;1;0.0;0
buildings.389;MULTIPOLYGON (((167539.62963851276 5390017.233161924, 167543.36997340343 5390023.15794916, 167544.10468204264 5390022.743520915, 167548.46840608178 5390029.5739147365, 167549.1585869247 5390029.113438588, 167555.79322857596 5390039.550903532, 167560.69128617086 5390036.419662815, 167565.61160766392 5390033.257724732, 167554.3683390938 5390015.636846839, 167550.68366394856 5390017.969922823, 167547.13257219226 5390012.398169971, 167539.62963851276 5390017.233161924)));yes;1;0.0;0
buildings.390;MULTIPOLYGON (((165996.35187790022 5391076.725182092, 165992.3109803844 5391086.273471983, 165995.19415519596 5391087.486197611, 165999.23505271177 5391077.937906469, 165996.35187790022 5391076.725182092)));yes;1;0.0;0
buildings.391;MULTIPOLYGON (((167431.7944477813 5391222.621669307, 167436.9151443578 5391212.228924742, 167426.09488985274 5391206.794613913, 167428.4325991594 5391202.112512508, 167421.50852683204 5391198.643153649, 167419.18194947447 5391203.340604449, 167419.66062328487 5391203.61692516, 167415.3748228893 5391212.321031735, 167424.592076727 5391216.941733608, 167423.76831249514 5391218.630362777, 167431.7944477813 5391222.621669307)));yes;1;0.0;0
buildings.392;MULTIPOLYGON (((167754.9104017579 5391425.689334239, 167748.62085052807 5391421.897509871, 167746.24974537417 5391425.858200952, 167752.55042855305 5391429.650026942, 167754.9104017579 5391425.689334239)));yes;1;0.0;0
buildings.393;MULTIPOLYGON (((165845.22453719925 5389686.64831779, 165861.2211480263 5389673.893609139, 165859.9075780349 5389672.235958763, 165843.922099157 5389684.990665131, 165845.22453719925 5389686.64831779)));yes;1;0.0;0
buildings.394;MULTIPOLYGON (((166312.4435720077 5388890.993788542, 166308.74776491337 5388882.353251963, 166302.72538046146 5388885.392018796, 166306.14288882882 5388893.679569761, 166312.7218707347 5388909.425937028, 166319.222928997 5388906.862930007, 166329.88733621503 5388902.673105684, 166328.27320359857 5388898.375851937, 166329.56450969173 5388897.930779342, 166324.77777158763 5388885.821743476, 166323.72023642508 5388886.266815493, 166312.4435720077 5388890.993788542)));yes;1;0.0;0
buildings.395;MULTIPOLYGON (((167024.42077122338 5390543.679111875, 167009.38150801716 5390536.541338063, 167006.43154151115 5390542.666008157, 167002.13460916653 5390551.584394663, 167017.1293445764 5390558.67612982, 167024.42077122338 5390543.679111875)));yes;1;0.0;0
buildings.396;MULTIPOLYGON (((167162.4012800616 5389857.971389239, 167162.39014811252 5389853.903926078, 167162.42354395974 5389849.989953784, 167160.49771676902 5389848.009944899, 167161.755627015 5389846.705288115, 167160.69809185248 5389845.600167212, 167163.67032225663 5389842.714574381, 167161.58864777882 5389840.657822591, 167163.67032225663 5389838.631769031, 167158.66094517097 5389833.459194916, 167160.2973416856 5389831.93965589, 167156.59040264224 5389828.117786097, 167146.27108584566 5389838.171302377, 167151.26933098226 5389843.343879124, 167152.69422046444 5389841.931780732, 167154.19703359014 5389843.466670299, 167152.77214410796 5389844.878768924, 167153.2396859693 5389845.354584815, 167149.27671209705 5389849.207159522, 167153.69609588158 5389853.704390197, 167149.07633701363 5389858.247669818, 167153.01704698772 5389862.345832741, 167152.52724122824 5389862.8063006, 167153.62930418708 5389863.942121412, 167152.08196326505 5389865.430967822, 167150.97990030618 5389864.295146828, 167145.79241203525 5389869.360295579, 167155.83343010483 5389879.705486791, 167159.67395253718 5389875.960342052, 167158.1377435642 5389874.379400259, 167163.28070403886 5389869.360295579, 167161.27695320462 5389867.303537873, 167163.39202352965 5389865.246780624, 167160.51998066722 5389862.284437026, 167161.62204362603 5389861.225361047, 167160.3641333801 5389859.920702405, 167162.4012800616 5389857.971389239)));yes;1;0.0;0
buildings.397;MULTIPOLYGON (((166439.06949278503 5392045.635114201, 166440.8951324341 5392042.457137644, 166429.77431530383 5392036.03977768, 166427.9486756548 5392039.233104569, 166439.06949278503 5392045.635114201)));yes;1;0.0;0
buildings.398;MULTIPOLYGON (((168475.20316693574 5390263.498756393, 168488.76188091436 5390256.530043857, 168487.4149150758 5390253.828517941, 168473.70035381004 5390260.551635033, 168475.20316693574 5390263.498756393)));yes;1;0.0;0
buildings.399;MULTIPOLYGON (((167850.2555456223 5392210.21587382, 167851.82515044248 5392215.420480995, 167854.27417924 5392223.572836163, 167870.1260747289 5392218.767398068, 167866.08517721313 5392205.379737029, 167850.2555456223 5392210.21587382)));yes;1;0.0;0
buildings.400;MULTIPOLYGON (((165361.27418292456 5390303.008692669, 165358.35761226583 5390312.924577251, 165361.84191232763 5390313.999054547, 165364.78074688456 5390304.03711983, 165361.27418292456 5390303.008692669)));yes;1;0.0;0
buildings.401;MULTIPOLYGON (((166240.6202365479 5391384.516652276, 166251.4516230021 5391390.810749154, 166262.2607455581 5391372.1126885135, 166251.41822715485 5391365.787901502, 166248.2344897182 5391371.314414188, 166244.78358550358 5391369.303377244, 166241.38834103438 5391375.229029331, 166242.10078577543 5391377.992288076, 166243.88189762813 5391379.066888923, 166240.6202365479 5391384.516652276)));yes;1;0.0;0
buildings.402;MULTIPOLYGON (((166714.19561428067 5390543.111159778, 166716.8561501106 5390560.31858874, 166718.0472686621 5390571.892559828, 166721.50930482577 5390571.109704563, 166720.2625265289 5390564.724064095, 166724.89341734588 5390563.757008347, 166724.22550040114 5390556.066616254, 166721.95458278892 5390542.174806398, 166718.30330349092 5390542.619957992, 166714.19561428067 5390543.111159778)));yes;1;0.0;0
buildings.403;MULTIPOLYGON (((165213.53095474374 5390915.910125721, 165209.90193934392 5390912.701835418, 165211.80550263647 5390910.522040728, 165209.43439748258 5390908.418999859, 165211.0262662009 5390906.592271316, 165207.49743834278 5390903.4914388135, 165208.95572367214 5390902.09452946, 165203.2784296417 5390897.059517278, 165204.78124276744 5390895.80076466, 165201.58637338167 5390892.024507834, 165195.98700299478 5390896.737153786, 165199.1818723805 5390900.513412535, 165196.19851002726 5390905.118608215, 165199.92771296884 5390908.403649194, 165197.01114231005 5390911.719392679, 165201.46392194176 5390915.649164265, 165198.81451806088 5390918.673247445, 165205.7608542864 5390924.767468832, 165213.53095474374 5390915.910125721)));yes;1;0.0;0
buildings.404;MULTIPOLYGON (((168322.37263802567 5392248.367708141, 168327.17050807885 5392239.616569273, 168325.45618792067 5392238.66469151, 168329.49708543645 5392231.279965733, 168319.28908813067 5392225.645469981, 168316.5840245044 5392230.589087321, 168315.29271841125 5392232.953426982, 168312.75463402114 5392231.556317108, 168307.9233681207 5392240.384212702, 168322.37263802567 5392248.367708141)));yes;1;0.0;0
buildings.405;MULTIPOLYGON (((167665.40953116008 5391992.20840686, 167653.0864635293 5392000.068868599, 167654.43342936787 5392002.187509822, 167654.09947089548 5392002.40244447, 167656.01416613715 5392005.411530003, 167656.33699266045 5392005.211947769, 167657.7062223972 5392007.361295132, 167661.61353652403 5392004.874193228, 167662.80465507554 5392006.747195832, 167662.57088414486 5392006.900720654, 167663.7508707473 5392008.758371184, 167667.81403216126 5392006.163801539, 167668.66006029127 5392007.514819965, 167674.9830073683 5392003.477117759, 167671.66568654266 5391998.226572284, 167669.57288011577 5391999.562237078, 167667.78063631398 5392000.713672401, 167665.8882049705 5391997.735293327, 167667.69158072135 5391996.583858375, 167666.27782318825 5391994.357751203, 167666.63404555884 5391994.127464285, 167665.40953116008 5391992.20840686)));yes;1;0.0;0
buildings.406;MULTIPOLYGON (((165487.2544506553 5388897.025286886, 165497.69621889177 5388895.198954913, 165500.55712980512 5388894.692493168, 165501.50334547687 5388894.554367242, 165502.70559597743 5388892.559215217, 165508.9283555128 5388891.469555446, 165508.2827024662 5388887.663420915, 165511.6779469354 5388887.064875708, 165510.49796033296 5388880.219976853, 165509.41816127228 5388880.388797168, 165507.31422289627 5388883.565689112, 165507.65931331774 5388885.591533824, 165501.82617200018 5388886.619803657, 165501.46994962968 5388884.593958721, 165498.28621219296 5388882.322557353, 165495.63680831206 5388882.7829765035, 165496.1600099188 5388885.775701546, 165491.417799611 5388886.589109031, 165490.89459800426 5388883.581036422, 165485.13938033028 5388884.609306029, 165487.2544506553 5388897.025286886)));yes;1;0.0;0
buildings.407;MULTIPOLYGON (((166496.89996825217 5391170.320338995, 166508.8334176652 5391180.39066317, 166513.24166950062 5391175.1252331585, 166517.07105998392 5391170.565956526, 166505.1376105709 5391160.495643033, 166500.09483763794 5391166.5439702505, 166496.89996825217 5391170.320338995)));yes;1;0.0;0
buildings.408;MULTIPOLYGON (((167581.50803094922 5391780.577193554, 167579.21484943887 5391784.522685902, 167584.55818499692 5391787.6545176, 167586.85136650727 5391783.709023916, 167581.50803094922 5391780.577193554)));yes;1;0.0;0
buildings.409;MULTIPOLYGON (((168369.91719254348 5391689.155847348, 168370.07303983057 5391679.668343707, 168364.44027359644 5391679.576232067, 168364.29555825843 5391689.079087573, 168369.91719254348 5391689.155847348)));yes;1;0.0;0
buildings.410;MULTIPOLYGON (((167955.80868679247 5390747.76036936, 167955.78642289437 5390749.203306635, 167958.9924242292 5390749.249357828, 167958.9924242292 5390747.269156726, 167961.19655014688 5390747.269156726, 167961.30786963768 5390736.293631168, 167962.35427285117 5390736.308981543, 167962.40993259655 5390730.721446245, 167955.79755484342 5390730.69074551, 167955.74189509804 5390735.694966509, 167951.16666402642 5390735.618214633, 167951.07760843378 5390747.714318176, 167955.80868679247 5390747.76036936)));yes;1;0.0;0
buildings.411;MULTIPOLYGON (((166990.23455560073 5389556.508137872, 166998.87294808627 5389567.17529695, 167018.36499092416 5389551.27432762, 167010.67281411035 5389541.742968162, 167000.45368485554 5389550.092499906, 166999.5186011329 5389548.910672347, 166990.23455560073 5389556.508137872)));yes;1;0.0;0
buildings.412;MULTIPOLYGON (((167693.52883453446 5389722.794428679, 167701.05403211212 5389712.526156084, 167699.90744135692 5389711.697327405, 167702.12269922372 5389708.627592192, 167703.3138177752 5389709.471769276, 167708.08942393024 5389702.871841411, 167697.94821831895 5389695.443091023, 167690.0111386254 5389706.248548103, 167691.32470861677 5389707.200165664, 167688.11870728192 5389711.635932691, 167689.8552913383 5389712.87917573, 167686.4043871237 5389717.621919236, 167693.52883453446 5389722.794428679)));yes;1;0.0;0
buildings.413;MULTIPOLYGON (((166077.93793270263 5390344.391463945, 166086.30915841027 5390344.775207124, 166086.977075355 5390330.269725965, 166078.5947176983 5390329.885983387, 166078.3275509204 5390336.087265418, 166077.93793270263 5390344.391463945)));yes;1;0.0;0
buildings.414;MULTIPOLYGON (((168965.543259982 5390398.79105579, 169012.83177967093 5390401.139578099, 169013.80025924084 5390380.325244303, 169008.2788124975 5390379.926149866, 169009.97086875758 5390345.143600592, 168968.17039996467 5390343.163485877, 168965.543259982 5390398.79105579)));yes;1;0.0;0
buildings.415;MULTIPOLYGON (((167470.9121168461 5392036.193302987, 167474.76377122756 5392045.496941284, 167476.2888482514 5392044.867486915, 167476.934501298 5392046.402741555, 167483.2908442223 5392043.746751189, 167481.6210518604 5392039.724385729, 167484.42630302842 5392038.557593019, 167490.0702012116 5392036.208655517, 167495.35787702433 5392033.997891347, 167494.62316838506 5392032.232350901, 167501.23554613817 5392029.46889696, 167501.9813867265 5392031.249789405, 167510.0409178599 5392027.887587579, 167511.78863386536 5392032.109530708, 167515.60689239958 5392030.512868352, 167517.1987611179 5392034.350999481, 167533.46253872282 5392027.565184727, 167531.88180195357 5392023.742408924, 167535.72232438592 5392022.14574801, 167532.75009398174 5392014.9914823, 167528.93183544753 5392016.588141981, 167525.34734784398 5392007.944689502, 167533.4736706719 5392004.55179118, 167531.53671153207 5391999.853934015, 167533.71857355163 5391998.948138295, 167531.14709331433 5391992.761095355, 167528.99862714202 5391993.651538008, 167527.37336257639 5391989.752013931, 167529.53296069783 5391988.846219203, 167524.45679191765 5391976.610322839, 167520.91683211044 5391978.099508859, 167519.44741483196 5391974.522392324, 167496.60465532116 5391984.056255335, 167498.08520454873 5391987.633375553, 167494.52298084332 5391989.122563345, 167499.5991496235 5392001.358476246, 167500.86819181853 5392000.836492177, 167502.63817172218 5392005.089127933, 167485.57289378357 5392012.212681016, 167482.82330236095 5392005.549702322, 167478.7712728961 5392007.238475269, 167476.934501298 5392002.786256345, 167484.93837268604 5391999.439417318, 167476.90110545076 5391980.049268236, 167473.36114564352 5391981.523102373, 167471.76927692522 5391977.669640707, 167458.52225752082 5391983.196518497, 167461.78391860105 5391991.056972592, 167456.95265270062 5391993.068144536, 167455.73927025095 5391990.135825283, 167444.0395917686 5391995.002554605, 167451.7874283278 5392013.701872761, 167457.6762293908 5392011.230121643, 167457.45359040916 5392010.677432041, 167459.34602175263 5392009.894455165, 167461.19392529983 5392014.346677505, 167459.4239453962 5392015.083597273, 167462.49636334213 5392022.498855688, 167464.88973239413 5392021.500942717, 167466.63744839962 5392025.707530426, 167473.63944437052 5392022.790553346, 167473.9734028429 5392023.588883824, 167475.55413961216 5392027.396307047, 167475.7545146956 5392027.902940095, 167474.3518891116 5392028.48633576, 167476.5671469784 5392033.829013551, 167475.17565334347 5392034.412409592, 167470.9121168461 5392036.193302987)));yes;1;0.0;0
buildings.416;MULTIPOLYGON (((167864.7938711199 5390813.153284186, 167864.3597251058 5390812.784872105, 167861.28730715995 5390816.468993575, 167870.49342904854 5390824.267055515, 167873.56584699443 5390820.598281462, 167873.13170098036 5390820.2452196, 167876.6160010422 5390816.11593187, 167868.27817118177 5390809.054700613, 167864.7938711199 5390813.153284186)));yes;1;0.0;0
buildings.417;MULTIPOLYGON (((166208.29305642153 5389609.030585112, 166220.04839464932 5389606.72830912, 166217.09842814328 5389591.73283217, 166205.38761771182 5389594.0044074645, 166206.82363914305 5389601.325637042, 166208.29305642153 5389609.030585112)));yes;1;0.0;0
buildings.418;MULTIPOLYGON (((168583.18307300523 5389817.388931148, 168584.88626121441 5389830.527559237, 168589.10526991545 5389829.974999737, 168587.36868585905 5389816.836372427, 168583.18307300523 5389817.388931148)));yes;1;0.0;0
buildings.419;MULTIPOLYGON (((167144.54563373837 5391729.040313622, 167146.33787754015 5391730.114955197, 167152.9947830896 5391718.892632894, 167151.2025392878 5391717.833344623, 167144.54563373837 5391729.040313622)));yes;1;0.0;0
buildings.420;MULTIPOLYGON (((168381.30517645163 5390331.436303504, 168376.52957029658 5390324.835932522, 168371.3643459238 5390328.627307834, 168373.7577149759 5390331.927494093, 168370.42926220113 5390334.383447414, 168372.77810345686 5390337.606887143, 168363.75009275353 5390344.207267224, 168369.98398423797 5390352.74171914, 168387.4166164962 5390339.817246459, 168384.63362922636 5390335.995167138, 168383.05289245705 5390337.207794544, 168380.8932943357 5390334.229950315, 168381.30517645163 5390331.436303504)));yes;1;0.0;0
buildings.421;MULTIPOLYGON (((167099.95104572657 5392251.39222648, 167110.24809862496 5392245.419955176, 167106.47436788704 5392238.848925909, 167101.45385885227 5392230.1131488895, 167091.1568059539 5392236.070057457, 167099.95104572657 5392251.39222648)));yes;1;0.0;0
buildings.422;MULTIPOLYGON (((168153.84606091373 5392064.411297472, 168151.75325448683 5392067.712102226, 168156.52886064185 5392070.767266746, 168158.63279901785 5392067.481813486, 168153.84606091373 5392064.411297472)));yes;1;0.0;0
buildings.423;MULTIPOLYGON (((166641.39266730184 5391604.566958795, 166636.99554741548 5391614.929439919, 166642.80642483494 5391617.431788952, 166642.04945229756 5391619.24330585, 166657.74550049938 5391625.967414042, 166660.3281126858 5391619.888083134, 166662.93298877034 5391613.762700722, 166653.53762374737 5391609.755873818, 166652.9921582425 5391611.030075288, 166649.9642680929 5391609.725170172, 166650.5097335978 5391608.45096888, 166641.39266730184 5391604.566958795)));yes;1;0.0;0
buildings.424;MULTIPOLYGON (((166718.79310925043 5390645.281697162, 166725.09379242934 5390689.828158632, 166732.01786475666 5390688.861089828, 166738.60797861163 5390687.940072011, 166738.28515208833 5390685.484024948, 166736.559699981 5390672.021828554, 166734.03274754 5390672.405585306, 166731.80635772416 5390655.336100311, 166726.74132089305 5390656.211064155, 166724.9379451422 5390644.391384126, 166718.79310925043 5390645.281697162)));yes;1;0.0;0
buildings.425;MULTIPOLYGON (((165731.21111472882 5390738.780392464, 165731.87903167357 5390731.888074217, 165726.37984882836 5390731.442913525, 165725.71193188362 5390738.227778781, 165731.21111472882 5390738.780392464)));yes;1;0.0;0
buildings.426;MULTIPOLYGON (((165734.84013012864 5391567.13930872, 165736.35407520342 5391568.567021884, 165742.9441890584 5391561.505216987, 165741.4413759327 5391560.0775049105, 165734.84013012864 5391567.13930872)));yes;1;0.0;0
buildings.427;MULTIPOLYGON (((168173.5162149369 5392159.828058238, 168178.1025779576 5392162.806489438, 168181.87630869547 5392156.98780257, 168177.23428592941 5392153.994020516, 168173.5162149369 5392159.828058238)));yes;1;0.0;0
